"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","sig_threshold"
0.706739125432417,-0.120921156641126,0.418,0.419,1,"RNU6-903P","ExcitatoryNeuron",FALSE
0.706930684528452,0.434479289406835,0.065,0.069,1,"LINC00106","ExcitatoryNeuron",FALSE
0.707608676992218,-0.152221202878771,0.051,0.055,1,"STK32A-AS1","ExcitatoryNeuron",FALSE
0.709415654992246,-0.247487434126875,0.119,0.125,1,"GTPBP4","ExcitatoryNeuron",FALSE
0.710240142551647,0.279484626998145,0.222,0.217,1,"THAP6","ExcitatoryNeuron",FALSE
0.712873954278028,-0.37763788337452,0.069,0.074,1,"MIR3943","ExcitatoryNeuron",FALSE
0.713308480121452,0.124236852425361,0.053,0.049,1,"ZNF655","ExcitatoryNeuron",FALSE
0.714316368340056,-0.416461301518357,0.091,0.085,1,"EPC1","ExcitatoryNeuron",FALSE
0.719014349563922,0.165672928354094,0.173,0.18,1,"CA4","ExcitatoryNeuron",FALSE
0.72086304661969,-0.112921238674825,0.052,0.048,1,"CFAP47","ExcitatoryNeuron",FALSE
0.721723917731037,-0.387619797250393,0.104,0.11,1,"RPS18P5","ExcitatoryNeuron",FALSE
0.726213767672451,0.405628962064156,0.058,0.055,1,"GDF9","ExcitatoryNeuron",FALSE
0.7296016867137,-0.745689575107614,0.168,0.17,1,"TPBG","ExcitatoryNeuron",FALSE
0.732074013330822,-0.754369414771626,0.049,0.053,1,"PPP1R21","ExcitatoryNeuron",FALSE
0.736884759600735,0.10841210749779,0.135,0.13,1,"FOXR2","ExcitatoryNeuron",FALSE
0.738192626198645,-1.05722016174605,0.06,0.063,1,"RNU6-437P","ExcitatoryNeuron",FALSE
0.738499825683373,-0.722404694756126,0.061,0.057,1,"RECQL4","ExcitatoryNeuron",FALSE
0.738806122611373,0.341091074452167,0.101,0.106,1,"KCTD10","ExcitatoryNeuron",FALSE
0.738936064822379,-0.680021642818331,0.073,0.076,1,"FRMD8P1","ExcitatoryNeuron",FALSE
0.740576333699024,0.255660575437042,0.066,0.069,1,"CT45A8","ExcitatoryNeuron",FALSE
0.742560292258323,0.285744130026173,0.113,0.109,1,"OR5AK1P","ExcitatoryNeuron",FALSE
0.746758281343439,0.491563502532719,0.129,0.123,1,"TRW-CCA1-1","ExcitatoryNeuron",FALSE
0.747867541471415,0.233133976691674,0.171,0.178,1,"OR13C6P","ExcitatoryNeuron",FALSE
0.747960733129158,-1.52006206109078,0.058,0.062,1,"DLGAP2","ExcitatoryNeuron",FALSE
0.750128872431775,0.245742766432973,0.322,0.324,1,"MT-ND2","ExcitatoryNeuron",FALSE
0.750578657319019,-0.202098682060903,0.07,0.074,1,"RN7SL353P","ExcitatoryNeuron",FALSE
0.763100851252273,-0.402776328905951,0.054,0.057,1,"RMDN1","ExcitatoryNeuron",FALSE
0.765494992279944,-0.517652042783084,0.057,0.06,1,"SMSP1","ExcitatoryNeuron",FALSE
0.770178548082663,-0.654780370639226,0.183,0.187,1,"CITED4","ExcitatoryNeuron",FALSE
0.77441684711015,-0.235228551021121,0.082,0.085,1,"ERVK-8","ExcitatoryNeuron",FALSE
0.778878151836739,0.193482867967005,0.075,0.072,1,"FANK1","ExcitatoryNeuron",FALSE
